ip,country,city,timezone,loc,os,browser,os_version,browser_version,device
5.16.124.173,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,79.0.3945,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.170,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
217.66.152.216,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.89,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
31.173.84.195,RU,Moscow,Europe/Moscow,"55.7522,37.6156",iOS,Mobile Safari,13.3,13.0.4,mobile
217.66.152.216,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.170,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,77.0.3865,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,76.0.3809,not mobile
217.66.158.227,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.115.226,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
5.18.235.235,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
5.18.235.235,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,76.0.3809,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,77.0.3865,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.115.226,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.115.226,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,79.0.3945,not mobile
217.165.115.226,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.22.163,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
213.87.152.20,RU,Moscow,Europe/Moscow,"55.7522,37.6156",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.22.163,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
213.87.152.20,RU,Moscow,Europe/Moscow,"55.7522,37.6156",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,79.0.3945,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
78.108.139.49,NL,Amsterdam,Europe/Amsterdam,"52.3710,4.9041",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
213.87.133.182,RU,Moscow,Europe/Moscow,"55.7522,37.6156",Mac OS X,Chrome,10.14.6,79.0.3945,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,76.0.3809,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.14.6,77.0.3865,not mobile
213.87.162.82,RU,Moscow,Europe/Moscow,"55.7522,37.6156",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
217.165.115.226,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Mac OS X,Chrome,10.14.6,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.170,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.89,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
78.108.139.49,NL,Amsterdam,Europe/Amsterdam,"52.3710,4.9041",Windows,IE,7,11.0,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
217.165.115.226,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Windows,IE,7,11.0,not mobile
217.165.23.230,AE,Dubai,Asia/Dubai,"25.0772,55.3093",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
213.87.162.210,RU,Moscow,Europe/Moscow,"55.7522,37.6156",Windows,IE,7,11.0,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
5.18.248.133,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
217.66.159.121,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
217.66.159.121,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
217.66.159.121,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
213.87.133.182,RU,Moscow,Europe/Moscow,"55.7522,37.6156",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
5.18.235.235,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
5.18.235.235,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
217.66.158.227,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,IE,7,11.0,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
83.171.109.209,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.89,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
198.16.66.45,NL,Amsterdam,Europe/Amsterdam,"52.3740,4.8897",Mac OS X,Chrome,10.14.6,77.0.3865,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Yandex Browser,10,19.12.4,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Yandex Browser,10,19.12.2,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Yandex Browser,10,19.12.2,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Yandex Browser,10,19.12.2,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Yandex Browser,10,19.12.4,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Chrome,10,77.0.3865,not mobile
217.66.159.132,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.89,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Chrome,10,79.0.3945,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Chrome,10,79.0.3945,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Chrome,10,79.0.3945,not mobile
85.114.27.150,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Windows,Chrome,10,77.0.3865,not mobile
185.97.201.65,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
46.45.42.155,RU,Snezhinsk,Asia/Yekaterinburg,"56.0850,60.7314",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
46.45.42.155,RU,Snezhinsk,Asia/Yekaterinburg,"56.0850,60.7314",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
185.97.201.170,RU,Saint Petersburg,Europe/Moscow,"59.9386,30.3141",Mac OS X,Chrome,10.15.1,78.0.3904,not mobile
64.52.83.241,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
107.182.226.233,US,New York City,America/New_York,"40.7143,-74.0060",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.156,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.23,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.136,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.229,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.154,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.44,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.13,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.65,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.5,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.64,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.240,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.142,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.250,CA,Ottawa,America/Toronto,"45.4112,-75.6981",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.109,CA,Ottawa,America/Toronto,"45.4207,-75.7023",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.250,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.9,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.12,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.92,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.71.248,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.28,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
102.176.94.41,GH,Accra,Africa/Accra,"5.5560,-0.1969",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.202,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.16,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.64,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.198,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.154,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.198,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.46,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.12,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.86,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.197,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.102,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.204,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.112,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.90,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.207,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.8,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.204,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.174,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.40,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.200,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.52.81,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.250,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
102.176.94.203,GH,Accra,Africa/Accra,"5.5560,-0.1969",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.148,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.218,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.70.104,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
107.182.237.225,US,New York City,America/New_York,"40.7143,-74.0060",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.44,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.85.26,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.251,CA,Ottawa,America/Toronto,"45.4112,-75.6981",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.121,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.118,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.254,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.102,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.168,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.83,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.91,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.94,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.135,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.125,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.238,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.246,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.71.248,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.88,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
154.160.25.117,GH,Accra,Africa/Accra,"5.5560,-0.1969",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.186,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.208,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.140,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.99,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.60,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.224,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.136,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.240,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.251,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.64.82,CA,Ottawa,America/Toronto,"45.4207,-75.7023",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.65.205,CA,Ottawa,America/Toronto,"45.4166,-75.6904",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.87,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.47.48,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.85.70,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
102.176.94.216,GH,Accra,Africa/Accra,"5.5560,-0.1969",iOS,Mobile Safari,12.4.1,12.1.2,mobile
107.182.237.227,US,New York City,America/New_York,"40.7143,-74.0060",iOS,Mobile Safari,12.4.1,12.1.2,mobile
209.95.50.250,US,New York City,America/New_York,"40.7143,-74.0060",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.92,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.162,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.71.103,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.66,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.124,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.247,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.136,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.121,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.251,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.176,SA,Riyadh,Asia/Riyadh,"24.6877,46.7219",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.227.164,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.129,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.100,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.84,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.72,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.215,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.52.77,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.247,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.21,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.96,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.84,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.53.112,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.28.246,NG,Lagos,Africa/Lagos,"6.4541,3.3947",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.100,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.43,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.131,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
154.160.27.119,GH,Accra,Africa/Accra,"5.5560,-0.1969",iOS,Mobile Safari,12.4.1,12.1.2,mobile
64.52.83.145,US,San Jose,America/Los_Angeles,"37.3394,-121.8950",iOS,Mobile Safari,12.4.1,12.1.2,mobile
107.182.237.248,US,New York City,America/New_York,"40.7143,-74.0060",iOS,Mobile Safari,12.4.1,12.1.2,mobile
197.210.226.100,NG,Abuja,Africa/Lagos,"9.0579,7.4951",iOS,Mobile Safari,12.4.1,12.1.2,mobile
